id,recommended_place,state,budget_preference,original_budget_preference,budget_changed,budget_confidence,budget_audit_reason,activity_interest,trip_duration,group_type,transportation_preference,accommodation_preference,destination_type,category,record_type,rating_imputed,price_myr_imputed,price_range_imputed,place_name,city,rating,rating_was_imputed,price_myr,price_range,duration,latitude,longitude,booking_link,source,original_recommended_place,original_place_name,original_category,original_destination_type,original_activity_interest,original_price_range,original_price_range_imputed,include_for_generator,price_basis_clean,data_quality_flags,display_name,is_famous,has_real_website
5575,Bukit Batu Setongkol,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Group of Friends,Tour Bus,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Batu Setongkol,,,True,0.0,Free,,5.3864758,103.0061514,https://www.google.com/maps/search/Bukit+Batu+Setongkol+Terengganu,OSM,Bukit Batu Setongkol,Bukit Batu Setongkol,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Batu Setongkol,False,False
5576,Bukit Batu Tampin,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Solo,Taxi/Grab,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Batu Tampin,,,True,0.0,Free,,4.4330492,103.4549582,https://www.google.com/maps/search/Bukit+Batu+Tampin+Terengganu,OSM,Bukit Batu Tampin,Bukit Batu Tampin,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Batu Tampin,False,False
5577,Bukit Batu Tangga,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Couple,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Batu Tangga,,,True,0.0,Free,,5.5744442,102.6878357,https://www.google.com/maps/search/Bukit+Batu+Tangga+Terengganu,OSM,Bukit Batu Tangga,Bukit Batu Tangga,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Batu Tangga,False,False
5578,Bukit Bauk,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Family,Tour Bus,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Bauk,,,True,0.0,Free,,4.4148,103.2454,https://www.google.com/maps/search/Bukit+Bauk+Terengganu,OSM,Bukit Bauk,Bukit Bauk,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Bauk,False,False
5579,Bukit Bawa,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Couple,Tour Bus,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Bawa,,,True,0.0,Free,,5.2160647,102.8649258,https://www.google.com/maps/search/Bukit+Bawa+Terengganu,OSM,Bukit Bawa,Bukit Bawa,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Bawa,False,False
5580,Bukit Bayas,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Tour Bus,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Bayas,,,True,0.0,Free,,5.2565087,103.000438,https://www.google.com/maps/search/Bukit+Bayas+Terengganu,OSM,Bukit Bayas,Bukit Bayas,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Bayas,False,False
5581,Bukit Belakang Parang,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Couple,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Belakang Parang,,,True,0.0,Free,,4.694679,103.4275568,https://www.google.com/maps/search/Bukit+Belakang+Parang+Terengganu,OSM,Bukit Belakang Parang,Bukit Belakang Parang,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Belakang Parang,False,False
5582,Bukit Geliga Kecil,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Taxi/Grab,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Geliga Kecil,,,True,0.0,Free,,4.2180354,103.4370303,https://www.google.com/maps/search/Bukit+Geliga+Kecil+Terengganu,OSM,Bukit Geliga Kecil,Bukit Geliga Kecil,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Geliga Kecil,False,False
5583,Bukit Belawan,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Couple,Tour Bus,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Belawan,,,True,0.0,Free,,4.9691684,102.9356482,https://www.google.com/maps/search/Bukit+Belawan+Terengganu,OSM,Bukit Belawan,Bukit Belawan,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Belawan,False,False
5584,Bukit Belayan,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Public Transport,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Belayan,,,True,0.0,Free,,5.5707549,102.6536858,https://www.google.com/maps/search/Bukit+Belayan+Terengganu,OSM,Bukit Belayan,Bukit Belayan,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Belayan,False,False
5585,Bukit Berangan,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Family,Car/Self-Drive,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Berangan,,,True,0.0,Free,,5.3655505,103.0593949,https://www.google.com/maps/search/Bukit+Berangan+Terengganu,OSM,Bukit Berangan,Bukit Berangan,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Berangan,False,False
5586,Bukit Berangin,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Family,Tour Bus,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Berangin,,,True,0.0,Free,,4.2155851,103.1667066,https://www.google.com/maps/search/Bukit+Berangin+Terengganu,OSM,Bukit Berangin,Bukit Berangin,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Berangin,False,False
5587,Bukit Berapit,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Couple,Public Transport,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Berapit,,,True,0.0,Free,,5.2018256,102.9981879,https://www.google.com/maps/search/Bukit+Berapit+Terengganu,OSM,Bukit Berapit,Bukit Berapit,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Berapit,False,False
5588,Bukit Bertam,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Couple,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Bertam,,,True,0.0,Free,,5.1453255,102.8863835,https://www.google.com/maps/search/Bukit+Bertam+Terengganu,OSM,Bukit Bertam,Bukit Bertam,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Bertam,False,False
5589,Bukit Beruang,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Couple,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Beruang,,,True,0.0,Free,,4.9755,102.9903,https://www.google.com/maps/search/Bukit+Beruang+Terengganu,OSM,Bukit Beruang,Bukit Beruang,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Beruang,False,False
5590,Bukit Batu Putih,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Group of Friends,Tour Bus,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Batu Putih,,,True,0.0,Free,,4.8073229,103.3808997,https://www.google.com/maps/search/Bukit+Batu+Putih+Terengganu,OSM,Bukit Batu Putih,Bukit Batu Putih,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Batu Putih,False,False
5591,Bukit Jembalang,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Car/Self-Drive,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Jembalang,,,True,0.0,Free,,4.2045482,103.3356482,https://www.google.com/maps/search/Bukit+Jembalang+Terengganu,OSM,Bukit Jembalang,Bukit Jembalang,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Jembalang,False,False
5592,Bukit Jemeluk,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Family,Tour Bus,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Jemeluk,,,True,0.0,Free,,4.9156097,103.1111339,https://www.google.com/maps/search/Bukit+Jemeluk+Terengganu,OSM,Bukit Jemeluk,Bukit Jemeluk,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Jemeluk,False,False
5593,Bukit Jeneris,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Family,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Jeneris,,,True,0.0,Free,,5.151021,102.912873,https://www.google.com/maps/search/Bukit+Jeneris+Terengganu,OSM,Bukit Jeneris,Bukit Jeneris,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Jeneris,False,False
5594,Bukit Jeram,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Couple,Car/Self-Drive,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Jeram,,,True,0.0,Free,,4.5469285,103.1944191,https://www.google.com/maps/search/Bukit+Jeram+Terengganu,OSM,Bukit Jeram,Bukit Jeram,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Jeram,False,False
5595,Bukit Jerat Samata,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Solo,Tour Bus,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Jerat Samata,,,True,0.0,Free,,5.1691273,103.1482905,https://www.google.com/maps/search/Bukit+Jerat+Samata+Terengganu,OSM,Bukit Jerat Samata,Bukit Jerat Samata,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Jerat Samata,False,False
5596,Bukit Jeruk,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Couple,Car/Self-Drive,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Jeruk,,,True,0.0,Free,,5.6809538,102.6334941,https://www.google.com/maps/search/Bukit+Jeruk+Terengganu,OSM,Bukit Jeruk,Bukit Jeruk,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Jeruk,False,False
5597,Bukit Jerung,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Solo,Taxi/Grab,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Jerung,,,True,0.0,Free,,5.1630354,103.1340169,https://www.google.com/maps/search/Bukit+Jerung+Terengganu,OSM,Bukit Jerung,Bukit Jerung,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Jerung,False,False
5598,Bukit Jain,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Public Transport,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Jain,,,True,0.0,Free,,5.1497914,102.867128,https://www.google.com/maps/search/Bukit+Jain+Terengganu,OSM,Bukit Jain,Bukit Jain,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Jain,False,False
5599,Bukit Jirat,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Tour Bus,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Jirat,,,True,0.0,Free,,4.2611864,103.45366,https://www.google.com/maps/search/Bukit+Jirat+Terengganu,OSM,Bukit Jirat,Bukit Jirat,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Jirat,False,False
5600,Bukit Jong,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Public Transport,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Jong,,,True,0.0,Free,,5.3590233,103.0300232,https://www.google.com/maps/search/Bukit+Jong+Terengganu,OSM,Bukit Jong,Bukit Jong,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Jong,False,False
5601,Bukit Jung,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Couple,Public Transport,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Jung,,,True,0.0,Free,,4.988643,103.1088618,https://www.google.com/maps/search/Bukit+Jung+Terengganu,OSM,Bukit Jung,Bukit Jung,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Jung,False,False
5602,Bukit Kabung,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Group of Friends,Car/Self-Drive,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Kabung,,,True,0.0,Free,,5.1946484,102.809549,https://www.google.com/maps/search/Bukit+Kabung+Terengganu,OSM,Bukit Kabung,Bukit Kabung,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Kabung,False,False
5603,Bukit Kambing,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Solo,Public Transport,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Kambing,,,True,0.0,Free,,4.2920636,103.2847023,https://www.google.com/maps/search/Bukit+Kambing+Terengganu,OSM,Bukit Kambing,Bukit Kambing,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Kambing,False,False
5604,Bukit Kandang Gua,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Group of Friends,Car/Self-Drive,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Kandang Gua,,,True,0.0,Free,,5.1691631,102.8608166,https://www.google.com/maps/search/Bukit+Kandang+Gua+Terengganu,OSM,Bukit Kandang Gua,Bukit Kandang Gua,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Kandang Gua,False,False
5605,Bukit Kapur,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Group of Friends,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Kapur,,,True,0.0,Free,,4.930018,103.028467,https://www.google.com/maps/search/Bukit+Kapur+Terengganu,OSM,Bukit Kapur,Bukit Kapur,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Kapur,False,False
5606,Bukit Jemalang,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Group of Friends,Tour Bus,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Jemalang,,,True,0.0,Free,,4.193998,103.3219206,https://www.google.com/maps/search/Bukit+Jemalang+Terengganu,OSM,Bukit Jemalang,Bukit Jemalang,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Jemalang,False,False
5607,Bukit Capur,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Group of Friends,Tour Bus,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Capur,,,True,0.0,Free,,5.1656996,102.8716263,https://www.google.com/maps/search/Bukit+Capur+Terengganu,OSM,Bukit Capur,Bukit Capur,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Capur,False,False
5608,Bukit Cengal,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Couple,Car/Self-Drive,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Cengal,,,True,0.0,Free,,5.1800314,102.9813606,https://www.google.com/maps/search/Bukit+Cengal+Terengganu,OSM,Bukit Cengal,Bukit Cengal,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Cengal,False,False
5609,Bukit Cergau,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Solo,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Cergau,,,True,0.0,Free,,5.0719615,102.7122472,https://www.google.com/maps/search/Bukit+Cergau+Terengganu,OSM,Bukit Cergau,Bukit Cergau,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Cergau,False,False
5610,Bukit Cetai,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Family,Tour Bus,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Cetai,,,True,0.0,Free,,4.9633174,102.9850931,https://www.google.com/maps/search/Bukit+Cetai+Terengganu,OSM,Bukit Cetai,Bukit Cetai,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Cetai,False,False
5611,Bukit Chalok,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Family,Car/Self-Drive,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Chalok,,,True,0.0,Free,,5.5970866,102.8219032,https://www.google.com/maps/search/Bukit+Chalok+Terengganu,OSM,Bukit Chalok,Bukit Chalok,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Chalok,False,False
5612,Bukit Che Kamis,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Group of Friends,Public Transport,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Che Kamis,,,True,0.0,Free,,5.4312282,103.0127048,https://www.google.com/maps/search/Bukit+Che+Kamis+Terengganu,OSM,Bukit Che Kamis,Bukit Che Kamis,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Che Kamis,False,False
5613,Bukit Che Long,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Group of Friends,Tour Bus,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Che Long,,,True,0.0,Free,,5.320951,103.1372666,https://www.google.com/maps/search/Bukit+Che+Long+Terengganu,OSM,Bukit Che Long,Bukit Che Long,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Che Long,False,False
5614,Bukit Jetik,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Couple,Car/Self-Drive,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Jetik,,,True,0.0,Free,,5.0792946,103.1843299,https://www.google.com/maps/search/Bukit+Jetik+Terengganu,OSM,Bukit Jetik,Bukit Jetik,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Jetik,False,False
5615,Bukit Chendering,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Couple,Car/Self-Drive,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.5,0.0,Free,Bukit Chendering,,,True,0.0,Free,,5.2668631,103.1854494,https://www.google.com/maps/search/Bukit+Chendering+Terengganu,OSM,Bukit Chendering,Bukit Chendering,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Chendering,False,False
5616,Bukit Chengal,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Solo,Tour Bus,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Chengal,,,True,0.0,Free,,4.454774,103.3954024,https://www.google.com/maps/search/Bukit+Chengal+Terengganu,OSM,Bukit Chengal,Bukit Chengal,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Chengal,False,False
5617,Bukit Condong,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,2-3 Days,Solo,Tour Bus,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Condong,,,True,0.0,Free,,4.966,103.1217,https://www.google.com/maps/search/Bukit+Condong+Terengganu,OSM,Bukit Condong,Bukit Condong,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Condong,False,False
5618,Bukit Dal,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Couple,Car/Self-Drive,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Dal,,,True,0.0,Free,,4.6698043,103.4411073,https://www.google.com/maps/search/Bukit+Dal+Terengganu,OSM,Bukit Dal,Bukit Dal,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Dal,False,False
5619,Bukit Damak,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Family,Car/Self-Drive,Hostel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Damak,,,True,0.0,Free,,5.487135,102.7147573,https://www.google.com/maps/search/Bukit+Damak+Terengganu,OSM,Bukit Damak,Bukit Damak,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Damak,False,False
5620,Bukit Damar,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Group of Friends,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.4,0.0,Free,Bukit Damar,,,True,0.0,Free,,4.5661798,102.9926513,https://www.google.com/maps/search/Bukit+Damar+Terengganu,OSM,Bukit Damar,Bukit Damar,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Damar,False,False
5621,Bukit Dara,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,1 Day,Couple,Car/Self-Drive,Budget Hotel,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Dara,,,True,0.0,Free,,5.6386,102.5458395,https://www.google.com/maps/search/Bukit+Dara+Terengganu,OSM,Bukit Dara,Bukit Dara,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Dara,False,False
5622,Bukit Capang,Terengganu,Budget,Budget,False,medium,known_free_or_public_place,Nature,Half Day,Group of Friends,Tour Bus,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.3,0.0,Free,Bukit Capang,,,True,0.0,Free,,4.9822372,102.9806364,https://www.google.com/maps/search/Bukit+Capang+Terengganu,OSM,Bukit Capang,Bukit Capang,Nature & Outdoors,Highland & Nature,Nature,Free,Free,True,source_price,,Bukit Capang,False,False
